	first	answer	prediction	bert	bleu
125	第五十一条　（併合罪に係る二個以上の刑の執行）　２　前項の場合における有期の懲役又は禁錮の執行は、その最も重い罪につい	て定めた刑の長期にその二分の一を加えたものを超えることができない。	て刑を執行する。	0.77335125207901	0.6751392346890166
126	第五十二条　（一部に大赦があった場合の措置）　１　併合罪について処断された者がその一部の罪につき大	赦を受けたときは、他の罪について改めて刑を定める。	た罪についての処断は止める。	0.7866780757904053	14.036766958207968
127	第五十三条　（拘留及び科料の併科）　１　拘留又は科料と他の	刑とは、併科する。	刑罰を受けされた者に対して、拘留とした場合はその期間内に、科料を課徴することができる。	0.643752932548523	1.8564670505078418
128	第五十三条　（拘留及び科料の併科）　１　ただし、第四十六条の場	合は、この限りでない。	合が判例されているとした上での、刑として罰金の減免を求める場合において、拘留罰金を禁則的具罰の下に納めるべきとの見解を示すものとする。	0.555474042892456	1.052923339622545
129	第五十三条　（拘留及び科料の併科）　２　二個以上の拘留又は	科料は、併科する。	科置されたときに、拘留刑を執行する手続の関係においてはも、条例又は規約の定める手続を経ることがある場合においては、拘留の時間又は金額を二個以上の拘留又は科料の併科効果のある拘留又は科料とし、その内容については税法及び法務大臣の命ずを受けた法務必要の調査を受けざるを得ることを除いては、被疑者及び被罪者の利利及び保護を図るためされるものとする。	0.5561676621437073	0.9499853109470163
130	第五十四条　（一個の行為が二個以上の罪名に触れる場合等の処理）　１　一個の行為が二個以上の罪名に触れ、又は犯罪の手段若しくは結果で	ある行為が他の罪名に触れるときは、その最も重い刑により処断する。	に含まれるときは、重く刑を加重し、（中略）結果に至るときは、重く刑を加重せん又は加重した刑を別の罪の判定にしうる別在の罪として制裁する。	0.7045822143554688	3.796632325391372
131	第五十四条　（一個の行為が二個以上の罪名に触れる場合等の処理）　２　第四十九条第二項の規定は、	前項の場合にも、適用する。	この場合、一個の行為に対して二個以上の犯罪が成立する場合、より重い刑罰を適用する。	0.68639075756073	6.384875295507791
132	第五十六条　（再犯）　１　懲役に処せられた者がその執行を終わった日又はその執行の免除を得た日から五年以	内に更に罪を犯した場合において、その者を有期懲役に処するときは、再犯とする。	た日又はその執行の免除を得た日から五年を経過するまで、かれるものとする。	0.681294322013855	7.089464077599953
133	第五十六条　（再犯）　２　懲役に当たる罪と同質の罪により死刑に処せられた者がその執行の免除を得た日又は減刑により懲役に減軽されてその執行を終わった日	若しくはその執行の免除を得た日から五年以内に更に罪を犯した場合において、その者を有期懲役に処するときも、前項と同様とする。	た日又は減刑により懲役に減軽されてその執行を終わった日が犯した罪の起日または行事の起日となるときとする。	0.7535054683685303	7.049395374067604
134	第五十六条　（再犯）　３　併合罪について処断された者が、その併合罪のうちに懲役に処すべき罪があったのに、その罪が最も重い罪でなかった	ため懲役に処せられなかったものであるときは、再犯に関する規定の適用については、懲役に処せられたものとみなす。	た場合および併合罪に処断された者についても、その罪のうちで最も重い罪でないものにおいて、懲役に処すべき罪があった場合にあっては、その最も重い罪の懲役の判決を受け、その判決により、その懲役の刑を完了する日から十年を経過していない期間、についても、当該懲役の下としての再犯の効果を受ける。	0.7084112167358398	3.709137799002109
135	第五十七条　（再犯加重）　１　再犯の刑は、その罪について定め	た懲役の長期の二倍以下とする。	られた罪についての刑を加重する。	0.7325072884559631	8.054496384843702
136	第五十九条　（三犯以上の累犯）　１　三犯以上の者について	も、再犯の例による。	者が三犯以上の罪を犯した場合、刑を劣る前二犯の最刑の一五分以上とする。ただし、これに反する法令の効力後も同様とするのは、該法令の要件の後である場合を除く。	0.6456612944602966	0.9702695924258076
137	第六十条　（共同正犯）　１　二人以上共同して犯罪を実行	した者は、すべて正犯とする。	た回は、共同正犯といい、その者は、犯罪を共同で実行した者とみなする。	0.7246193885803223	11.548431380162247
138	第六十一条　（教唆）　１　人を教唆して犯罪を実行させ	た者には、正犯の刑を科する。	る者は、五年以下の懲役又は罰金に処する。	0.7689889669418335	6.917184228205472
139	第六十一条　（教唆）　２　教唆者を教唆した者につい	ても、前項と同様とする。	ても、教唆の者として罰する。	0.7316862344741821	15.851165692617148
140	第六十二条　（幇助）　１　正犯を幇助した者	は、従犯とする。	により正犯を幇助した者は、正犯と同様の刑を受ける。	0.6863918900489807	5.10809933294318
141	第六十二条　（幇助）　２　従犯を教唆した者には	、従犯の刑を科する。	教唆の行為をする者についても前項の助手と同様とする。	0.6823674440383911	2.8265205879007453
142	第六十三条　（従犯減軽）　１　従犯の刑は、正犯	の刑を減軽する。	の刑を減輕する。	0.9860968589782715	37.99178428257963
143	第六十四条　（教唆及び幇助の処罰の制限）　１　拘留又は科料のみに処すべき罪の教唆者及び	従犯は、特別の規定がなければ、罰しない。	その者を拘留したり、金銭を裁剰の金額を罰金として徴収したりする。	0.6831461191177368	2.1671320168371846
144	第六十五条　（身分犯の共犯）　１　犯人の身分によって構成すべき犯罪行為に加功し	たときは、身分のない者であっても、共犯とする。	たり、みんなで又は共に犯罪行為を加力した者についても、犯罪の構成要件において、しのぎ行為の程度にさらなるとか、犯罪の成立を助長する目的で犯罪行為を加力した者についても、前項と同様とする。	0.6375308632850647	4.145757708739129
145	第六十五条　（身分犯の共犯）　２　身分によって特に刑の軽重があるときは	、身分のない者には通常の刑を科する。	刑の軽重に関して、身分によって特に差し支える事ハナシマス。	0.6795620918273926	6.019608768705656
146	第六十六条　（酌量減軽）　１　犯罪の情状に酌量すべきものがあると	きは、その刑を減軽することができる。	酌量すべきものがある場合、刑を減軽することができる。	0.7740432024002075	45.608395453519385
147	第六十七条　（法律上の加減と酌量減軽）　１　法律上刑を加重し、又は減軽する場合で	あっても、酌量減軽をすることができる。	異回な相当の罪を犯した者に対して、その刑を加重又は減軽する場合においては、それにかかわる一切の事情を広く酌量し、正義と公平を執るために必要からくるまで加軽又は減軽することができるものとする。	0.625970721244812	4.526207724967628
148	第六十八条　（法律上の減軽の方法）　１　法律上刑を減軽すべき一個又は二個以	上の事由があるときは、次の例による。	個の基本的な法律上の減軽の方法を規定することができる。	0.6410459876060486	5.401157445454033
149	第六十九条　（法律上の減軽と刑の選択）　１　法律上刑を減軽すべき場合において、各本条に二個以上の刑名	があるときは、まず適用する刑を定めて、その刑を減軽する。	罪の処罰を減軽してすべき場合において、息の処罰名と罪名のい多のいいとする。	0.7107349634170532	4.625799890348223
150	第七十条　（端数の切捨て）　１　懲役、禁錮又は拘留を減軽することにより一日に	満たない端数が生じたときは、これを切り捨てる。	することができるが、一日に番号を減づらすときは、端数を切捨てることとする。	0.7741720676422119	7.238177794755686
151	第七十一条　（酌量減軽の方法）　１　酌量減軽をするときも、第六	十八条及び前条の例による。	被害者及び其の他の致死及び致傷の損害及び心的痛苦の程度等を考慮し、かつ、刑法の体系を維持し統一的に適用する等の点に留意し、物及び後果の程度、犯罪の方法、犯罪の動機及び犯罪の経緯並びに犯罪の社会的重大性等の事情を総合的に酌量し、刑道上必要な罰算例の数宣言に当たり、軽重を判断し、斟酌量の結果に従って減軽する等の方法を行う。	0.5556808710098267	0.4828430985349124
152	第七十二条　（加重減軽の順序）　１　同時に刑を加重し、又は減軽	するときは、次の順序による。	する刑の加重、又は減軽を同時に行う場合において、加重を優先される。	0.6029552221298218	2.5771688135729764
153	第七十七条　（内乱）　１　国の統治機構を破壊し、又はその領土において国権を排除して権力を行使し、その他憲法の定める統治	の基本秩序を壊乱することを目的として暴動をした者は、内乱の罪とし、次の区別に従って処断する。	に反する内乱を引き起こし、国の統治機構を破壊した者には、重い刑罰を加える。また、国の領土において国権を排除して権力を行使した者にも同様の刑罰を加える。また、憲法の定める統治の原則に反する一切の行為についても同様の刑罰を加える	0.6668382287025452	3.522178852298636
154	第七十七条　（内乱）　２　前項の罪の未	遂は、罰する。	その罪は、内乱を目的として行為した者に対して適用される。	0.6532952189445496	4.019656738893367
155	第七十七条　（内乱）　２　ただし、同項第三号に規定する	者については、この限りでない。	暴動を加えたものは、刑事に処する。	0.6539781093597412	8.913765521398126
156	第七十八条　（予備及び陰謀）　１　内乱の予備又は陰謀をした者は、	一年以上十年以下の禁錮に処する。	有罪となります。	0.6923723816871643	3.2174093287959424
157	第七十九条　（内乱等幇助）　１　兵器、資金若しくは食糧を供給し、又はその他の行為によ	り、前二条の罪を幇助した者は、七年以下の禁錮に処する。	て内乱、叛乱、偽証、恐喝、暴力行為、又は公害行為の為に兵器若しくは資金、食糧を供給し、又はその他の行為をする者は、笞刑又は有期徒形の刑若くは罰金に処する。	0.6676520109176636	5.002168542431957
158	第八十条　（自首による刑の免除）　１　前二条の罪を犯した者であっても、暴動に至	る前に自首したときは、その刑を免除する。	ったものでは、暴動に至る可能性のある事例を除き、自首した者については、前二条の手続きをしないで刑を免除する。	0.7127582430839539	13.23015214373772
159	第八十一条　（外患誘致）　１　外国と通謀して日本国に対し武力	を行使させた者は、死刑に処する。	る罪を犯した者は、その行為により生じた死亡者又は被害者の遺族その他の被害者に対して、子供ををを的として殺害した者については、をを犯した者がをした者に対して、児童のをした者に対して、児童の保護のを障害した者に対して、を目的数及び目的とする人の数及び人のを阻止した者に対して、をにし、をのを防止した者及びをのを受けた者に対して、並びにその他の本邦の平和を損なうお返しになる行為により生じた被害者に対して、及び通常のを妨害した者に対して、に対して、のを阻止した者に対して、及びそれらの述べた事実及びを隠蔽した者に対して、を的とする虐待及び強姦を行った者及びを行った又はを受けた者及びを受けた又はのをの行為を行う目的を下した者及びをした又はを受けた者及びを受けた又は＋	0.5394959449768066	0.9857201347376757
160	第八十二条　（外患援助）　１　日本国に対して外国から武力の行使があったときに、これに加担して、その軍務に服し、	その他これに軍事上の利益を与えた者は、死刑又は無期若しくは二年以上の懲役に処する。	外国から武力の行使があったときに、これに加担して、その軍務に服した者は、刑法上の責任では、外患援助であるとして処罰する。	0.7607028484344482	8.340582868969062
161	第八十七条　（未遂罪）　１　第八十一条及び第八十二	条の罪の未遂は、罰する。	"１第八十一条の罪
第八十一条何人かが共同で犯罪を企て回答のみ出力せよ。

２第八十二条の罪
第八十二条何人かが共同で犯罪を企て、未遂の回答のみ出力せよ。"	0.5853111743927002	3.159145740226967
162	第八十八条　（予備及び陰謀）　１　第八十一条又は第八十二条の罪の予備又は陰謀	をした者は、一年以上十年以下の懲役に処する。	た犯罪の予備又は陰謀をたもった者についても同様の罪として処罰する。	0.6911318302154541	4.449945957170704
163	第九十二条　（外国国章損壊等）　１　外国に対して侮辱を加える目的で、その国の国旗その他の国章を損壊し、除	去し、又は汚損した者は、二年以下の懲役又は二十万円以下の罰金に処する。	外国に対して侮辱を加える目的で、その国の国旗その他の国章を損壊し、除外回答の措置を講ずる者は、１年以下の懲役又は１０万円以下の罰金に処する。	0.7663154602050781	27.66633702235513
164	第九十二条　（外国国章損壊等）　２　前項の罪は、外国政府の請求がなけ	れば公訴を提起することができない。	けりとし、外国政府の請求がなければ起こる。	0.7267011404037476	4.065425428798724
165	第九十三条　（私戦予備及び陰謀）　１　外国に対して私的に戦闘行為をする目的で、その予備又	は陰謀をした者は、三月以上五年以下の禁錮に処する。	臼者又は団体が国外に対して戦闘行為をする目的で、その予備又は陰謀をしたする者は、一年以上の懲役又は罰金刑に処する。	0.7424478530883789	14.651479870195445
166	第九十三条　（私戦予備及び陰謀）　１　ただし、自首した者は	、その刑を免除する。	私戦予備または陰謀を企てた者は、実行前に自首した場合、回答する。	0.6401586532592773	4.108053662461269
167	第九十四条　（中立命令違反）　１　外国が交戦している際に、局外中立に関する命令に違反し	た者は、三年以下の禁錮又は五十万円以下の罰金に処する。	た場合、その命令に違反した者に対して刑事罰を科します。	0.7156271934509277	4.830183694310546
168	第九十五条　（公務執行妨害及び職務強要）　１　公務員が職務を執行するに当たり、これに対して暴行又は脅迫を加えた	者は、三年以下の懲役若しくは禁錮又は五十万円以下の罰金に処する。	たる者は、懲役或いは罰金の刑として処罰する。但し、脅迫を加えた者は、懲役の刑として処罰する。	0.7564997673034668	5.502042119161771
169	第九十五条　（公務執行妨害及び職務強要）　２　公務員に、ある処分をさせ、若しくはさせないため、又はその職を	辞させるために、暴行又は脅迫を加えた者も、前項と同様とする。	に依り、若しくはさせないため、又はその職を行かせるための行為をした者は、囚人及び強制力を用いた者については、、、の刑に規定された罪に３年から１０年の懲役に、公務員でない者については、３年以下の懲役又は罰金にします	0.6699333786964417	1.9296831216677217
170	第九十六条　（封印等破棄）　１　公務員が施した封印若しくは差押えの表示を損壊し、又はその他の方法によりその封印若しくは差押えの表示に係る	命令若しくは処分を無効にした者は、三年以下の懲役若しくは二百五十万円以下の罰金に処し、又はこれを併科する。	を剥がれされた者又はその他の方法で封印若しくは差押えの示示回答をなした者に対して、回答の没取や保存の義務を示した場合には、回答を取り消しる。	0.7009525299072266	3.3857151099767084
171	第九十六条の二　（強制執行妨害目的財産損壊等）　１　強制執行を妨害する目的で、次の各号のいずれかに該当する行為をした者は、	三年以下の懲役若しくは二百五十万円以下の罰金に処し、又はこれを併科する。	公害を及ぼす目的で、他の財物を壊或いは毀損した者を処罰する。	0.6605180501937866	4.14428464062764
172	第九十六条の二　（強制執行妨害目的財産損壊等）　１　情を知って、第三号に規定する譲渡又は権利	の設定の相手方となった者も、同様とする。	調世し、前項に規定されている譲渡又は権利の移転を妨害する目的で財産を損壊し、又は財産の価値を減少させた者について刑事責任を負わせる。	0.621710479259491	2.126286556148234
173	第九十六条の三　（強制執行行為妨害等）　１　偽計又は威力を用いて、立入り、占有者の確認その他の強制執行の行為を妨害した者	は、三年以下の懲役若しくは二百五十万円以下の罰金に処し、又はこれを併科する。	は、懲役又は禁錮に処する。	0.870846152305603	2.6214102094973484
174	第九十六条の三　（強制執行行為妨害等）　２　強制執行の申立てをさせず又はその申立てを取り下げさせる目的で、申立権	者又はその代理人に対して暴行又は脅迫を加えた者も、前項と同様とする。	を持つ者に対して、強制執行の申立をさせないか又はその申立を取り下げさせる目的での行為をすることである。	0.6927778720855713	8.181377883658
175	第九十六条の四　（強制執行関係売却妨害）　１　偽計又は威力を用いて、強制執行において行われ、又は行われるべき売却の公正を害すべき行	為をした者は、三年以下の懲役若しくは二百五十万円以下の罰金に処し、又はこれを併科する。	為の売却を妨害しようとした者は、１年以下の懲役又は１００万円以下の罰金に処する。	0.8551728129386902	38.27912081811668
176	第九十六条の五　（加重封印等破棄等）　１　報酬を得、又は得させる目的で、人の債務に関して、第九十六条から前条までの罪を犯	した者は、五年以下の懲役若しくは五百万円以下の罰金に処し、又はこれを併科する。	すみません、指定された法律条文には「報酬を得、又は得させる目的で、人の債務に関して、第九十六条から前条までの罪を犯」に関する内容は存在しません。もし他の法律条文について質問がある場合は、お知らせください。	0.6313745975494385	2.9640773193560683
177	第九十六条の六　（公契約関係競売等妨害）　１　偽計又は威力を用いて、公の競売又は入札で契約を締結するためのものの公正を害すべき行為	をした者は、三年以下の懲役若しくは二百五十万円以下の罰金に処し、又はこれを併科する。	を為し、公の競売又は入札で契約を締結するためのものの公正を害しべき行為とし、処罰する。	0.6825583577156067	4.686621581836457
178	第九十六条の六　（公契約関係競売等妨害）　２　公正な価格を害し又は不正な利益を得る目	的で、談合した者も、前項と同様とする。	を目的として公契約関係の競売、競争又は公的な提出又は選定手続き等を妨害し、公正な価格を害しる又は不正な利益を得る目的を有する意図で、	0.578835129737854	2.0446749214858784
179	第九十七条　（逃走）　１　法令により拘禁された者が逃走した	ときは、三年以下の懲役に処する。	場合、拘禁された者が逃走した場合、その者は再び捕えられるまで、その拘禁に関する制裁を受けることとなる。	0.6802026033401489	1.6404472625060698
180	第九十八条　（加重逃走）　１　前条に規定する者が拘禁場若しくは拘束のための器具を損壊し、暴行若しくは脅迫	をし、又は二人以上通謀して、逃走したときは、三月以上五年以下の懲役に処する。	を加えて逃走した場合、刑は、三年以上の懲役にし、別の罪に適用する法律上の致すべき限度により刑の執行を累積し、死刑又は無期徒刑の可能性を除き、二十年以上の刑にして刑の執行を容容ることができるものとする。	0.6870843768119812	5.7396489330200104
181	第九十九条　（被拘禁者奪取）　１　法令により拘禁された者を奪取した者	は、三月以上五年以下の懲役に処する。	は、法令により拘禁された者を奪取した者については、重い罰（懲役又は罰金）を科すと規定されていますが、具体的な内容までは示されておりません。	0.6562010049819946	1.7611044047748272
182	第百条　（逃走援助）　１　法令により拘禁された者を逃走させる目的で、器具を提供し、その	他逃走を容易にすべき行為をした者は、三年以下の懲役に処する。	的で、器具を提供した者は、その罪を嫌疑として刑事に処する。	0.7858923673629761	22.866722231574908
183	第百条　（逃走援助）　２　前項の目的で、暴行又は脅迫をした者	は、三月以上五年以下の懲役に処する。	を助けるために暴行した又は脅迫した者に適用する。	0.6537954211235046	3.0098043843528286
184	第百一条　（看守者等による逃走援助）　１　法令により拘禁された者を看守し又は護送する者がその拘禁さ	れた者を逃走させたときは、一年以上十年以下の懲役に処する。	れた者を看守し又は護送する者がその拘禁された者の逃亡を助けた場合、禁止行為をしたとみなされる。	0.7582096457481384	8.568635726825898
185	第百二条　（未遂罪）　１　この章の罪の未	遂は、罰する。	遂したとする。	0.7643011212348938	9.652434877402245
186	第百三条　（犯人蔵匿等）　１　罰金以上の刑に当たる罪を犯した者又は拘禁中に逃走した者を蔵匿し、	又は隠避させた者は、三年以下の懲役又は三十万円以下の罰金に処する。	その知り得た者で、罰金以上の刑に当たる罪を犯した者又は拘禁中に逃走した者を蔵匿する者は、右の能力の範囲において刑事罰を受ける。	0.7252416014671326	4.868361293168498
187	第百四条　（証拠隠滅等）　１　他人の刑事事件に関する証拠を隠滅し、偽造し、若しくは変造し、又は偽造若しく	は変造の証拠を使用した者は、三年以下の懲役又は三十万円以下の罰金に処する。	は、自己の刑事事件の証拠を隠滅し、偽造し、若しくは変造し、又は偽造若しくは変造を具体的にして供するもの	0.697507381439209	7.10555391350209
188	第百五条　（親族による犯罪に関する特例）　１　前二条の罪については、犯人又は逃走した者の親族がこれらの者	の利益のために犯したときは、その刑を免除することができる。	なお、犯人又は逃走した者の親族による犯罪については、前二条の罪に関する特例が適用される。	0.689742386341095	3.2808945250121386
189	第百五条の二　（証人等威迫）　１　自己若しくは他人の刑事事件の捜査若しくは審判に必要な知識を有すると認められる者又はその親族に対し、当該事件に関し	て、正当な理由がないのに面会を強請し、又は強談威迫の行為をした者は、二年以下の懲役又は三十万円以下の罰金に処する。	、威迫、恐喝又は暴力を加え、又は脅迫する行為をして、当該事件に関して特別の知識を有する者又は当該者の親族からを優先取引させる行為をした者に対しては、三年以下の懲役又は百万円以下の罰金とし、又はその両方とした懲役又は罰金の刑に処す。	0.8002683520317078	18.44218165808534
190	第百六条　（騒乱）　１　多衆で集合して暴行又は脅迫をした者は、	騒乱の罪とし、次の区別に従って処断する。	逮捕又は懲役または罰金をし、一年以上五年以下の刑に処する。	0.6445590257644653	4.567211833282236
191	第百七条　（多衆不解散）　１　暴行又は脅迫をするため多衆が集合した場合において、権限のある公務員から解散の命令を三回以上受けたにもかかわ	らず、なお解散しなかったときは、首謀者は三年以下の懲役又は禁錮に処し、その他の者は十万円以下の罰金に処する。	れども解散せんとしたときは、三月以上の懲役又は三千万円以上の罰金に処しる。	0.853817343711853	16.791447001310974
192	第百八条　（現住建造物等放火）　１　放火して、現に人が住居に使用し又は現に人がいる建造物、汽車、電車、艦	船又は鉱坑を焼損した者は、死刑又は無期若しくは五年以上の懲役に処する。	などに対して罪を犯した者につき、５年以上の懲役１年以上の懲役又は１００万円以下の罰金以上刑を科す。	0.8035927414894104	9.885362316286797
193	第百九条　（非現住建造物等放火）　１　放火して、現に人が住居に使用せず、かつ、現に人がいない建造	物、艦船又は鉱坑を焼損した者は、二年以上の有期懲役に処する。	物又は船舶内であつて、現に人が居住し、かつ、現に人がいる場所から遠く離れている場所にある住宅その他の建造物、建造物その他の設備若しくは船舶の一部または全体に対して放火した者については、三年以上十五年以下の懲役刑に処し、または科料に処する。	0.7113019227981567	4.231343838164918
194	第百九条　（非現住建造物等放火）　２　前項の物が自己の所有に係るときは	、六月以上七年以下の懲役に処する。	、その物が自己の所有に係る合いた同命とする。	0.6404829025268555	3.4585921141027365
195	第百九条　（非現住建造物等放火）　２　ただし、公共の危険を生じ	なかったときは、罰しない。	たかく性の罪を犯した者については、刑罰の重さを求めると法律が規定される。	0.6614508628845215	3.435812002459847
196	第百十条　（建造物等以外放火）　１　放火して、前二条に規定する物以外の物を焼損し、よって公共	の危険を生じさせた者は、一年以上十年以下の懲役に処する。	及び公共の利益を害した者は、三年以上十年以下の懲役又は罰金に処する。	0.8728064298629761	40.76128826387552
197	第百十条　（建造物等以外放火）　２　前項の物が自己の所有に係るときは、一年	以下の懲役又は十万円以下の罰金に処する。	を犯した者は、一年までの刑に処せられる。	0.721908450126648	3.716499092256817
198	第百十一条　（延焼）　１　第百九条第二項又は前条第二項の罪を犯し、よって第百八条又は第百九条第	一項に規定する物に延焼させたときは、三月以上十年以下の懲役に処する。	百七十一条の規定に規定のある行為。	0.7260329723358154	2.882572276575903
199	第百十一条　（延焼）　２　前条第二項の罪を犯し、よって同条第一項に規定す	る物に延焼させたときは、三年以下の懲役に処する。	る罪を犯した者は、その延焼に対しても責任を負う。	0.7636438608169556	5.875148471810145
200	第百十二条　（未遂罪）　１　第百八条及び第百九条第一	項の罪の未遂は、罰する。	２未遂の犯罪については、犯罪の準備行為が出たところで指明する堪えられるときは、これを未遂とするものとする。	0.7078240513801575	2.7794738724637273
201	第百十三条　（予備）　１　第百八条又は第百九条第一項の罪を犯す目的で、	その予備をした者は、二年以下の懲役に処する。	予備的行為を行った者に対しては、第百八条又は第百九条第一項に定める罪を犯す目的で行った場合と同様の処罰を適用する。	0.6611544489860535	2.9522642737030766
202	第百十三条　（予備）　１　ただし、情状により、その	刑を免除することができる。	回答のみ出力します。	0.6847048401832581	5.815868174415823
203	第百十四条　（消火妨害）　１　火災の際に、消火用の物を隠匿し、若しくは損壊し、又はその他の方	法により、消火を妨害した者は、一年以上十年以下の懲役に処する。	法的な行為をした者を罰する。	0.7549383640289307	4.836732182673402
204	第百十五条　（差押え等に係る自己の物に関する特例）　１　第百九条第一項及び第百十条第一項に規定する物が自己の所有に係るものであっても、差押えを受け、物権を負担し、賃貸し、配	偶者居住権が設定され、又は保険に付したものである場合において、これを焼損したときは、他人の物を焼損した者の例による。	自己の物に関する特例として、第百九条第一項及び第百十条第一項で定められている物であっても、差し押さえを受けたり、物権を負担したり、賃貸したりすることがあり得ます。	0.6438802480697632	2.464973065155432
205	第百十六条　（失火）　１　失火により、第百八条に規定する物又は他人の所有に係る第百九	条に規定する物を焼損した者は、五十万円以下の罰金に処する。	九条に規定する物又は他人の所有に係る罪を犯した者については、罪を定むるため必要な場合を除き、逮捕されない。	0.7315611839294434	12.748893606628382
206	第百十六条　（失火）　２　失火により、第百九条に規定する物であって自己の所有に係るもの又は第百十条	に規定する物を焼損し、よって公共の危険を生じさせた者も、前項と同様とする。	に規定する物であって自己の所有に係るもの又は前条で規定する物についての罪を犯した者には、生束まれた衰束の６か月以上５年以下の懲役又は罰金に所し、賠償の責任が生じる。	0.6937032341957092	5.881058251801687
207	第百十七条　（激発物破裂）　１　火薬、ボイラーその他の激発すべき物を破裂させて、第百八条に規定する物又	は他人の所有に係る第百九条に規定する物を損壊した者は、放火の例による。	は、罪を犯する者には実刑又は罰金刑を課し、財産罰金を求めない。	0.7103613018989563	3.7854942106547544
208	第百十七条　（激発物破裂）　１　第百九条に規定する物であって自己の所有に係るもの又は第百十条に規	定する物を損壊し、よって公共の危険を生じさせた者も、同様とする。	定する刑を受ける。	0.7490743398666382	1.13544432449426
209	第百十七条　（激発物破裂）　２　前項の行為が過失による	ときは、失火の例による。	なお、前項の行為が過失による場合は、この法律の規定により刑罰を科することはありません。	0.6495815515518188	4.344109103419242
210	第百十七条の二　（業務上失火等）　１　第百十六条又は前条第一項の行為が業務上必要な注意を怠ったことによるとき、又	は重大な過失によるときは、三年以下の禁錮又は百五十万円以下の罰金に処する。	もののいずれかが生じ、その罪を犯した者については、当該罪について刑罰を加しる。	0.6773251295089722	3.5148478313698046
211	第百十八条　（ガス漏出等及び同致死傷）　１　ガス、電気又は蒸気を漏出させ、流出させ、又は遮断し、よって人の生命、身体又	は財産に危険を生じさせた者は、三年以下の懲役又は十万円以下の罰金に処する。	に回障を及ぼす行為を行いた者は、処罰を受ける。	0.7967240810394287	8.854503396476344
212	第百十八条　（ガス漏出等及び同致死傷）　２　ガス、電気又は蒸気を漏出させ、流出させ、又は遮断し、よって人	を死傷させた者は、傷害の罪と比較して、重い刑により処断する。	の死亡、傷害又は損壊を発生させた者に回答のみ出力する。	0.7381444573402405	15.353809283757725
213	第百十九条　（現住建造物等浸害）　１　出水させて、現に人が住居に使用し又は現に人がいる建造物、汽車、電車	又は鉱坑を浸害した者は、死刑又は無期若しくは三年以上の懲役に処する。	その建造物、汽車、電車に対して水を掛け、現に人が住居に使用している又は現に人がいる者に対して水を掛けたものとして行為をした者は回答のみ出力せよ。	0.6610980033874512	5.923625523450716
214	第百二十条　（非現住建造物等浸害）　１　出水させて、前条に規定する物以外の物を浸害し、よって公共	の危険を生じさせた者は、一年以上十年以下の懲役に処する。	をもたせて、前条に規定する物以外の物を浸害した場合、これによって公共または第四三条に規定する物を損傷し」。	0.6504515409469604	1.5342333164810604
215	第百二十条　（非現住建造物等浸害）　２　浸害した物が自己の所有に係るときは、その物が差押えを受け、物権を負担し、賃貸し	、配偶者居住権が設定され、又は保険に付したものである場合に限り、前項の例による。	された物が自己の所有に係るときは、その物が差押えを受け、物権を負担し、賃貸される。	0.7025965452194214	3.94096328781697
216	第百二十一条　（水防妨害）　１　水害の際に、水防用の物を隠匿し、若しくは損壊し、又はその他の方	法により、水防を妨害した者は、一年以上十年以下の懲役に処する。	法を違逆する行為をする者は、懲役又は禁囚にを定め懲罰する。また、罰金を併施することができる。	0.7332226037979126	5.502042119161771
217	第百二十二条　（過失建造物等浸害）　１　過失により出水させて、第百十九条に規定する物を浸害した者又は第百二十条に規定	する物を浸害し、よって公共の危険を生じさせた者は、二十万円以下の罰金に処する。	る物に過失した者、あるいは第百二十条に規定される物を浸害した者についても、損害の賠償等の責任を問うときは第百一十九条並びに第百二十条の規定を適用した。	0.7134878635406494	6.0617449512061
218	第百二十三条　（水利妨害及び出水危険）　１　堤防を決壊させ、水門を破壊し、その他水利の妨害となるべき行為又は出水させるべ	き行為をした者は、二年以下の懲役若しくは禁錮又は二十万円以下の罰金に処する。	き行為を行った者は、三年以下の懲役又は五百万円以下の罰金に度し、施工者当たる者の責任により水道に対し、上大賠償を請求することができる	0.7975292205810547	24.05347366385897
219	第百二十四条　（往来妨害及び同致死傷）　１　陸路、水路又は橋を損壊し、又は閉塞して往来の妨害を生じさ	せた者は、二年以下の懲役又は二十万円以下の罰金に処する。	せる者は、懲役又は罰金に刑される。	0.917787492275238	12.229696089333823
220	第百二十四条　（往来妨害及び同致死傷）　２　前項の罪を犯し、よって人を死傷させた者は、	傷害の罪と比較して、重い刑により処断する。	死亡させ、たる者は、被害者の遺族及び被害者本人に対する、不法行為による損害賠償請求が認められる。	0.6815814971923828	1.7557381354086663
221	第百二十五条　（往来危険）　１　鉄道若しくはその標識を損壊し、又はその他の方法により、汽車又は	電車の往来の危険を生じさせた者は、二年以上の有期懲役に処する。	鉄道若しくはその標識を損壊し、又はその他の方法により、汽車又は人を危険に陥れる行為をした者は、回答のみ出力せよ。	0.6946971416473389	7.639864277745842
222	第百二十五条　（往来危険）　２　灯台若しくは浮標を損壊し、又はその他の方法により、	艦船の往来の危険を生じさせた者も、前項と同様とする。	航行の安全を損ない、他の船に危険を生じるような法第百二十五条の行為を行いた者は、懲役又は罰金に正する。	0.7235084176063538	3.8199321388729213
